,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
10026,10027,2012-02-27,1,1,2,19,0,1,1,1,0.5,0.4848,0.29,0.3881,16,318,334
13536,13537,2012-07-23,3,1,7,5,0,1,1,2,0.66,0.5909,0.94,0.1343,3,48,51
5437,5438,2011-08-19,3,0,8,11,0,5,1,2,0.72,0.6818,0.66,0.0896,45,120,165
7872,7873,2011-11-29,4,0,11,16,0,2,1,3,0.4,0.4091,0.87,0.2239,5,146,151
6872,6873,2011-10-18,4,0,10,22,0,2,1,2,0.52,0.5,0.77,0.1642,22,115,137
16751,16752,2012-12-05,4,1,12,18,0,3,1,1,0.42,0.4242,0.35,0.4478,29,580,609
2640,2641,2011-04-24,2,0,4,22,0,0,0,3,0.54,0.5152,1.0,0.1642,5,40,45
1250,1251,2011-02-25,1,0,2,6,0,5,1,3,0.34,0.3485,0.93,0.0896,0,11,11
8692,8693,2012-01-03,1,1,1,0,0,2,1,1,0.2,0.197,0.51,0.2537,0,13,13
5117,5118,2011-08-06,3,0,8,3,0,6,0,2,0.66,0.6061,0.78,0.1642,14,28,42
16433,16434,2012-11-22,4,1,11,11,1,4,0,1,0.42,0.4242,0.41,0.0896,89,143,232
7207,7208,2011-11-01,4,0,11,22,0,2,1,1,0.36,0.3788,0.81,0.0,5,91,96
6072,6073,2011-09-15,3,0,9,14,0,4,1,2,0.64,0.6061,0.65,0.4179,36,134,170
9728,9729,2012-02-15,1,1,2,7,0,3,1,2,0.3,0.2879,0.65,0.194,3,318,321
4861,4862,2011-07-26,3,0,7,11,0,2,1,1,0.82,0.7121,0.3,0.0,49,102,151
2303,2304,2011-04-10,2,0,4,20,0,0,0,1,0.46,0.4545,0.82,0.1343,21,71,92
2652,2653,2011-04-25,2,0,4,10,0,1,1,1,0.64,0.6061,0.73,0.2239,61,64,125
8932,8933,2012-01-13,1,1,1,1,0,5,1,2,0.38,0.3939,0.76,0.2985,0,12,12
12280,12281,2012-05-31,2,1,5,21,0,4,1,1,0.68,0.6364,0.44,0.1642,41,318,359
4244,4245,2011-06-30,3,0,6,18,0,4,1,1,0.76,0.6667,0.29,0.2537,114,472,586
718,719,2011-02-02,1,0,2,7,0,3,1,3,0.22,0.2121,0.93,0.2239,1,48,49
15310,15311,2012-10-05,4,1,10,3,0,5,1,1,0.54,0.5152,0.73,0.0,5,11,16
12794,12795,2012-06-22,3,1,6,7,0,5,1,1,0.74,0.6818,0.58,0.1642,19,340,359
7600,7601,2011-11-18,4,0,11,7,0,5,1,1,0.22,0.2273,0.44,0.1642,5,211,216
8870,8871,2012-01-10,1,1,1,11,0,2,1,1,0.42,0.4242,0.38,0.2985,8,93,101
16165,16166,2012-11-11,4,1,11,7,0,0,0,1,0.3,0.3182,0.89,0.0896,12,56,68
8709,8710,2012-01-03,1,1,1,17,0,2,1,1,0.14,0.1061,0.26,0.4627,4,241,245
10214,10215,2012-03-06,1,1,3,16,0,2,1,1,0.36,0.3333,0.32,0.2836,22,228,250
738,739,2011-02-03,1,0,2,3,0,4,1,1,0.18,0.1667,0.43,0.2537,0,1,1
8764,8765,2012-01-06,1,1,1,0,0,5,1,1,0.22,0.2576,0.75,0.0896,1,24,25
6128,6129,2011-09-17,3,0,9,22,0,6,0,1,0.5,0.4848,0.72,0.2239,31,112,143
13452,13453,2012-07-19,3,1,7,17,0,4,1,1,0.86,0.7879,0.41,0.0,93,678,771
5576,5577,2011-08-25,3,0,8,6,0,4,1,1,0.66,0.6061,0.83,0.3284,1,101,102
9855,9856,2012-02-20,1,1,2,15,1,1,0,1,0.34,0.3182,0.34,0.2239,54,235,289
1973,1974,2011-03-28,2,0,3,1,0,1,1,1,0.22,0.2273,0.44,0.194,2,4,6
7773,7774,2011-11-25,4,0,11,12,0,5,1,1,0.46,0.4545,0.51,0.1045,126,146,272
17119,17120,2012-12-21,1,1,12,2,0,5,1,3,0.46,0.4545,0.94,0.3881,0,3,3
5436,5437,2011-08-19,3,0,8,10,0,5,1,1,0.72,0.6818,0.62,0.0896,57,108,165
7428,7429,2011-11-11,4,0,11,3,1,5,0,1,0.3,0.2879,0.61,0.194,0,6,6
9373,9374,2012-01-31,1,1,1,11,0,2,1,1,0.4,0.4091,0.37,0.2836,14,125,139
2770,2771,2011-04-30,2,0,4,8,0,6,0,1,0.4,0.4091,0.54,0.2985,21,70,91
12078,12079,2012-05-23,2,1,5,11,0,3,1,1,0.64,0.6061,0.73,0.0,46,151,197
2329,2330,2011-04-11,2,0,4,23,0,1,1,3,0.58,0.5455,0.6,0.0,16,38,54
15468,15469,2012-10-11,4,1,10,17,0,4,1,1,0.5,0.4848,0.39,0.2836,90,737,827
9670,9671,2012-02-12,1,1,2,21,0,0,0,1,0.14,0.1212,0.43,0.2985,0,36,36
5804,5805,2011-09-04,3,0,9,7,0,0,0,1,0.66,0.6061,0.78,0.194,10,20,30
1275,1276,2011-02-26,1,0,2,7,0,6,0,1,0.22,0.2576,0.6,0.0896,1,21,22
6006,6007,2011-09-12,3,0,9,20,0,1,1,1,0.66,0.6212,0.65,0.0,41,258,299
16168,16169,2012-11-11,4,1,11,10,0,0,0,1,0.4,0.4091,0.69,0.1045,133,272,405
4819,4820,2011-07-24,3,0,7,17,0,0,0,1,0.9,0.8333,0.39,0.1045,75,174,249
10363,10364,2012-03-12,1,1,3,22,0,1,1,2,0.56,0.5303,0.56,0.2239,17,116,133
10479,10480,2012-03-17,1,1,3,18,0,6,0,1,0.62,0.6212,0.57,0.2985,221,339,560
6029,6030,2011-09-13,3,0,9,19,0,2,1,1,0.68,0.6364,0.69,0.1642,55,341,396
2264,2265,2011-04-09,2,0,4,5,0,6,0,2,0.3,0.2879,0.93,0.2239,0,5,5
318,319,2011-01-14,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0.0,5,134,139
1536,1537,2011-03-09,1,0,3,9,0,3,1,2,0.26,0.2424,0.87,0.2537,5,136,141
7596,7597,2011-11-18,4,0,11,3,0,5,1,1,0.24,0.2121,0.41,0.2836,0,2,2
9192,9193,2012-01-23,1,1,1,22,0,1,1,2,0.26,0.2424,1.0,0.2836,4,64,68
11554,11555,2012-05-01,2,1,5,15,0,2,1,2,0.74,0.6667,0.45,0.2239,48,186,234
1369,1370,2011-03-02,1,0,3,8,0,3,1,1,0.24,0.2121,0.65,0.2836,13,243,256
740,741,2011-02-03,1,0,2,6,0,4,1,1,0.16,0.1364,0.43,0.3582,0,39,39
6071,6072,2011-09-15,3,0,9,13,0,4,1,2,0.64,0.6061,0.65,0.2836,38,151,189
1188,1189,2011-02-22,1,0,2,13,0,2,1,1,0.22,0.2273,0.55,0.1642,3,52,55
2065,2066,2011-03-31,2,0,3,22,0,4,1,3,0.28,0.2727,0.93,0.2537,7,44,51
11600,11601,2012-05-03,2,1,5,13,0,4,1,1,0.6,0.5909,0.69,0.194,48,217,265
12682,12683,2012-06-17,2,1,6,15,0,0,0,1,0.66,0.6212,0.5,0.2239,203,260,463
2527,2528,2011-04-20,2,0,4,5,0,3,1,1,0.4,0.4091,0.94,0.194,1,14,15
14993,14994,2012-09-21,3,1,9,22,0,5,1,1,0.6,0.5909,0.73,0.194,47,248,295
3487,3488,2011-05-30,2,0,5,5,1,1,0,2,0.62,0.5455,0.94,0.1045,1,6,7
16594,16595,2012-11-29,4,1,11,5,0,4,1,1,0.2,0.2576,0.69,0.0,0,42,42
13639,13640,2012-07-27,3,1,7,12,0,5,1,1,0.84,0.7879,0.49,0.3582,92,207,299
7713,7714,2011-11-23,4,0,11,0,0,3,1,2,0.48,0.4697,0.94,0.2537,2,14,16
16477,16478,2012-11-24,4,1,11,7,0,6,0,2,0.26,0.2273,0.41,0.3284,4,21,25
14416,14417,2012-08-28,3,1,8,21,0,2,1,1,0.72,0.6667,0.48,0.0896,38,276,314
8866,8867,2012-01-10,1,1,1,7,0,2,1,2,0.18,0.197,0.93,0.1642,3,219,222
12495,12496,2012-06-09,2,1,6,20,0,6,0,1,0.76,0.6667,0.35,0.2239,125,238,363
7180,7181,2011-10-31,4,0,10,19,0,1,1,1,0.4,0.4091,0.66,0.0896,12,226,238
17135,17136,2012-12-21,1,1,12,18,0,5,1,2,0.26,0.2273,0.56,0.2985,7,236,243
14142,14143,2012-08-17,3,1,8,11,0,5,1,1,0.76,0.2424,0.52,0.2836,98,205,303
15893,15894,2012-10-30,4,1,10,22,0,2,1,1,0.3,0.303,0.81,0.1343,2,64,66
17059,17060,2012-12-18,4,1,12,14,0,2,1,1,0.46,0.4545,0.47,0.4478,56,191,247
11721,11722,2012-05-08,2,1,5,14,0,2,1,3,0.62,0.6061,0.69,0.3284,8,63,71
8013,8014,2011-12-05,4,0,12,13,0,1,1,2,0.42,0.4242,0.71,0.0896,18,153,171
9097,9098,2012-01-19,1,1,1,23,0,4,1,1,0.26,0.2273,0.48,0.3284,1,55,56
3488,3489,2011-05-30,2,0,5,6,1,1,0,2,0.64,0.5606,0.94,0.0896,6,10,16
1291,1292,2011-02-26,1,0,2,23,0,6,0,1,0.28,0.2576,0.75,0.2836,5,29,34
4919,4920,2011-07-28,3,0,7,21,0,4,1,1,0.78,0.7576,0.66,0.2836,31,165,196
16007,16008,2012-11-04,4,1,11,16,0,0,0,1,0.4,0.4091,0.4,0.3284,119,316,435
16641,16642,2012-12-01,4,1,12,4,0,6,0,1,0.26,0.2879,0.81,0.0896,0,5,5
5764,5765,2011-09-02,3,0,9,15,0,5,1,2,0.7,0.6515,0.61,0.2537,69,277,346
10607,10608,2012-03-23,2,1,3,2,0,5,1,1,0.54,0.5152,0.88,0.0896,12,20,32
12314,12315,2012-06-02,2,1,6,7,0,6,0,1,0.52,0.5,0.72,0.1045,9,77,86
12520,12521,2012-06-10,2,1,6,21,0,0,0,1,0.72,0.6818,0.62,0.1642,83,170,253
12521,12522,2012-06-10,2,1,6,22,0,0,0,1,0.7,0.6515,0.65,0.1642,42,117,159
9711,9712,2012-02-14,1,1,2,14,0,2,1,1,0.4,0.4091,0.4,0.2239,13,111,124
8856,8857,2012-01-09,1,1,1,20,0,1,1,2,0.2,0.2273,0.86,0.0896,5,127,132
6067,6068,2011-09-15,3,0,9,9,0,4,1,2,0.64,0.6061,0.73,0.3582,23,186,209
562,563,2011-01-25,1,0,1,15,0,2,1,2,0.32,0.3485,0.42,0.0,21,63,84
16318,16319,2012-11-17,4,1,11,16,0,6,0,1,0.4,0.4091,0.4,0.2239,144,325,469
16028,16029,2012-11-05,4,1,11,13,0,1,1,1,0.36,0.3333,0.4,0.2537,39,183,222
11360,11361,2012-04-23,2,1,4,13,0,1,1,3,0.34,0.303,0.66,0.3881,9,98,107
9530,9531,2012-02-07,1,1,2,1,0,2,1,1,0.28,0.2879,0.61,0.1343,8,6,14
3702,3703,2011-06-08,2,0,6,4,0,3,1,1,0.62,0.5758,0.83,0.0,0,6,6
16458,16459,2012-11-23,4,1,11,12,0,5,1,1,0.44,0.4394,0.38,0.2537,186,193,379
2407,2408,2011-04-15,2,0,4,5,1,5,0,1,0.36,0.3636,0.81,0.1045,2,11,13
4377,4378,2011-07-06,3,0,7,7,0,3,1,2,0.72,0.697,0.79,0.0,24,288,312
3611,3612,2011-06-04,2,0,6,9,0,6,0,1,0.62,0.6212,0.43,0.1343,55,169,224
16349,16350,2012-11-18,4,1,11,23,0,0,0,1,0.36,0.3485,0.66,0.2239,6,53,59
9414,9415,2012-02-02,1,1,2,4,0,4,1,3,0.4,0.4091,0.82,0.0896,0,1,1
6002,6003,2011-09-12,3,0,9,16,0,1,1,1,0.72,0.6667,0.48,0.0,60,238,298
8940,8941,2012-01-13,1,1,1,9,0,5,1,1,0.22,0.197,0.47,0.3881,10,204,214
2910,2911,2011-05-06,2,0,5,4,0,5,1,1,0.36,0.3636,0.71,0.1045,0,1,1
16340,16341,2012-11-18,4,1,11,14,0,0,0,1,0.4,0.4091,0.62,0.2985,125,303,428
15983,15984,2012-11-03,4,1,11,16,0,6,0,2,0.36,0.3333,0.46,0.3284,108,292,400
3166,3167,2011-05-16,2,0,5,20,0,1,1,1,0.58,0.5455,0.83,0.0,31,167,198
6608,6609,2011-10-07,4,0,10,22,0,5,1,1,0.5,0.4848,0.68,0.0,27,119,146
7855,7856,2011-11-28,4,0,11,23,0,1,1,2,0.52,0.5,0.83,0.1343,5,41,46
12942,12943,2012-06-28,3,1,6,11,0,4,1,1,0.8,0.697,0.31,0.194,41,170,211
9767,9768,2012-02-16,1,1,2,22,0,4,1,2,0.32,0.3485,0.81,0.0,3,108,111
10353,10354,2012-03-12,1,1,3,12,0,1,1,1,0.48,0.4697,0.39,0.2239,59,162,221
11930,11931,2012-05-17,2,1,5,7,0,4,1,1,0.54,0.5152,0.73,0.3881,25,449,474
2218,2219,2011-04-07,2,0,4,7,0,4,1,2,0.34,0.3333,0.76,0.1642,8,152,160
7945,7946,2011-12-02,4,0,12,17,0,5,1,1,0.42,0.4242,0.38,0.0,20,391,411
1955,1956,2011-03-27,2,0,3,7,0,0,0,3,0.16,0.1667,0.86,0.1642,0,7,7
16240,16241,2012-11-14,4,1,11,10,0,3,1,1,0.32,0.2879,0.45,0.3582,18,153,171
10475,10476,2012-03-17,1,1,3,14,0,6,0,1,0.62,0.6212,0.53,0.0896,352,338,690
15019,15020,2012-09-23,4,1,9,0,0,0,0,1,0.62,0.6212,0.38,0.2537,34,146,180
14438,14439,2012-08-29,3,1,8,19,0,3,1,1,0.7,0.6515,0.54,0.194,120,523,643
4786,4787,2011-07-23,3,0,7,8,0,6,0,1,0.84,0.7879,0.49,0.2537,24,85,109
1399,1400,2011-03-03,1,0,3,14,0,4,1,1,0.24,0.2576,0.21,0.1045,18,60,78
15995,15996,2012-11-04,4,1,11,4,0,0,0,1,0.26,0.2727,0.65,0.1343,2,7,9
12324,12325,2012-06-02,2,1,6,17,0,6,0,1,0.64,0.6212,0.36,0.0,248,338,586
13064,13065,2012-07-03,3,1,7,13,0,2,1,1,0.9,0.7727,0.25,0.1343,80,203,283
12983,12984,2012-06-30,3,1,6,4,0,6,0,2,0.62,0.5455,0.94,0.0,3,15,18
3068,3069,2011-05-12,2,0,5,18,0,4,1,1,0.62,0.6061,0.69,0.2239,64,463,527
15316,15317,2012-10-05,4,1,10,9,0,5,1,1,0.6,0.6061,0.6,0.0896,58,326,384
2234,2235,2011-04-07,2,0,4,23,0,4,1,1,0.38,0.3939,0.76,0.2537,9,45,54
7704,7705,2011-11-22,4,0,11,15,0,2,1,3,0.44,0.4394,0.94,0.0,2,32,34
15706,15707,2012-10-21,4,1,10,15,0,0,0,1,0.56,0.5303,0.35,0.3284,240,383,623
11313,11314,2012-04-21,2,1,4,14,0,6,0,1,0.7,0.6364,0.45,0.2836,278,331,609
5306,5307,2011-08-14,3,0,8,0,0,0,0,3,0.66,0.6061,0.83,0.2985,19,71,90
10032,10033,2012-02-28,1,1,2,1,0,2,1,1,0.38,0.3939,0.62,0.1642,0,6,6
4549,4550,2011-07-13,3,0,7,11,0,3,1,1,0.84,0.7424,0.39,0.1642,55,110,165
9626,9627,2012-02-11,1,1,2,1,0,6,0,3,0.28,0.2879,0.81,0.1343,2,43,45
17237,17238,2012-12-26,1,1,12,2,0,3,1,2,0.26,0.2273,0.65,0.2985,0,1,1
14132,14133,2012-08-17,3,1,8,1,0,5,1,1,0.66,0.2424,0.65,0.1045,16,38,54
6385,6386,2011-09-28,4,0,9,15,0,3,1,1,0.7,0.6515,0.7,0.1343,35,146,181
13696,13697,2012-07-29,3,1,7,21,0,0,0,1,0.72,0.6818,0.7,0.1343,72,199,271
3817,3818,2011-06-12,2,0,6,23,0,0,0,1,0.64,0.5909,0.78,0.194,33,74,107
5735,5736,2011-09-01,3,0,9,10,0,4,1,1,0.68,0.6364,0.61,0.1343,46,92,138
12416,12417,2012-06-06,2,1,6,13,0,3,1,1,0.62,0.6212,0.41,0.0896,73,230,303
5327,5328,2011-08-14,3,0,8,21,0,0,0,3,0.6,0.5455,0.88,0.4925,51,104,155
1434,1435,2011-03-05,1,0,3,1,0,6,0,2,0.3,0.3182,0.81,0.1045,5,20,25
17366,17367,2012-12-31,1,1,12,11,0,1,1,2,0.22,0.2273,0.6,0.194,43,114,157
12407,12408,2012-06-06,2,1,6,4,0,3,1,1,0.46,0.4545,0.82,0.1045,3,7,10
14076,14077,2012-08-14,3,1,8,17,0,2,1,3,0.76,0.7273,0.66,0.2537,78,734,812
8396,8397,2011-12-21,1,0,12,12,0,3,1,3,0.46,0.4545,0.88,0.3881,3,58,61
341,342,2011-01-15,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83
16665,16666,2012-12-02,4,1,12,4,0,0,0,2,0.26,0.303,0.93,0.0,1,6,7
15092,15093,2012-09-26,4,1,9,1,0,3,1,1,0.58,0.5455,0.64,0.3284,10,19,29
9717,9718,2012-02-14,1,1,2,20,0,2,1,2,0.38,0.3939,0.46,0.1343,6,178,184
16703,16704,2012-12-03,4,1,12,18,0,1,1,1,0.5,0.4848,0.68,0.0896,26,666,692
10646,10647,2012-03-24,2,1,3,17,0,6,0,3,0.5,0.4848,0.88,0.2239,47,68,115
5473,5474,2011-08-20,3,0,8,23,0,6,0,1,0.7,0.6667,0.74,0.1343,59,98,157
3378,3379,2011-05-25,2,0,5,16,0,3,1,1,0.74,0.6667,0.51,0.2836,61,238,299
5180,5181,2011-08-08,3,0,8,18,0,1,1,1,0.84,0.7576,0.41,0.1343,64,465,529
2777,2778,2011-04-30,2,0,4,15,0,6,0,1,0.56,0.5303,0.37,0.1343,217,282,499
12055,12056,2012-05-22,2,1,5,12,0,2,1,2,0.62,0.5909,0.78,0.1045,76,178,254
428,429,2011-01-19,1,0,1,21,0,3,1,1,0.32,0.2879,0.49,0.4179,4,55,59
7689,7690,2011-11-22,4,0,11,0,0,2,1,3,0.38,0.3939,0.94,0.1045,0,14,14
9657,9658,2012-02-12,1,1,2,8,0,0,0,1,0.08,0.0758,0.53,0.2537,0,26,26
15037,15038,2012-09-23,4,1,9,18,0,0,0,1,0.54,0.5152,0.37,0.194,135,405,540
9810,9811,2012-02-18,1,1,2,17,0,6,0,1,0.48,0.4697,0.36,0.2836,142,222,364
7976,7977,2011-12-04,4,0,12,0,0,0,0,1,0.3,0.3182,0.7,0.1045,19,64,83
17133,17134,2012-12-21,1,1,12,16,0,5,1,2,0.3,0.2727,0.39,0.3284,28,253,281
3478,3479,2011-05-29,2,0,5,20,0,0,0,1,0.7,0.6667,0.79,0.194,91,128,219
4504,4505,2011-07-11,3,0,7,14,0,1,1,1,0.86,0.8333,0.53,0.2836,40,94,134
6463,6464,2011-10-01,4,0,10,21,0,6,0,3,0.36,0.3636,0.87,0.1045,3,53,56
9672,9673,2012-02-12,1,1,2,23,0,0,0,1,0.14,0.1364,0.43,0.2239,0,23,23
15447,15448,2012-10-10,4,1,10,20,0,3,1,1,0.52,0.5,0.48,0.4925,21,371,392
6590,6591,2011-10-07,4,0,10,4,0,5,1,1,0.4,0.4091,0.87,0.1045,0,5,5
65,66,2011-01-03,1,0,1,20,0,1,1,1,0.2,0.2273,0.47,0.1045,3,49,52
15505,15506,2012-10-13,4,1,10,6,0,6,0,1,0.3,0.2879,0.61,0.194,5,23,28
7278,7279,2011-11-04,4,0,11,21,0,5,1,1,0.34,0.3182,0.46,0.2537,8,115,123
11346,11347,2012-04-22,2,1,4,23,0,0,0,3,0.36,0.3182,0.81,0.4627,0,17,17
6351,6352,2011-09-27,4,0,9,5,0,2,1,3,0.62,0.5455,0.94,0.0896,0,24,24
5045,5046,2011-08-03,3,0,8,3,0,3,1,2,0.76,0.697,0.55,0.0896,0,4,4
14756,14757,2012-09-12,3,1,9,1,0,3,1,1,0.52,0.5,0.72,0.1045,2,19,21
16172,16173,2012-11-11,4,1,11,14,0,0,0,1,0.6,0.6212,0.33,0.1642,292,362,654
2865,2866,2011-05-04,2,0,5,7,0,3,1,3,0.34,0.303,0.93,0.3582,6,46,52
5364,5365,2011-08-16,3,0,8,10,0,2,1,1,0.7,0.6515,0.58,0.3881,28,83,111
9605,9606,2012-02-10,1,1,2,4,0,5,1,1,0.26,0.2879,0.56,0.0896,0,2,2
6386,6387,2011-09-28,4,0,9,16,0,3,1,1,0.7,0.6515,0.7,0.194,39,241,280
6201,6202,2011-09-20,3,0,9,23,0,2,1,1,0.56,0.5303,0.94,0.0,11,70,81
5113,5114,2011-08-05,3,0,8,23,0,5,1,1,0.68,0.6364,0.69,0.2239,37,102,139
12776,12777,2012-06-21,3,1,6,13,0,4,1,1,0.9,0.8182,0.35,0.0,31,141,172
15658,15659,2012-10-19,4,1,10,15,0,5,1,1,0.64,0.6061,0.65,0.2985,93,302,395
8957,8958,2012-01-14,1,1,1,2,0,6,0,1,0.16,0.1667,0.47,0.1642,6,32,38
1691,1692,2011-03-16,1,0,3,3,0,3,1,2,0.28,0.2727,1.0,0.2239,1,2,3
14789,14790,2012-09-13,3,1,9,10,0,4,1,1,0.64,0.6212,0.61,0.0896,63,149,212
14048,14049,2012-08-13,3,1,8,13,0,1,1,1,0.78,0.697,0.4,0.1642,79,175,254
1421,1422,2011-03-04,1,0,3,12,0,5,1,1,0.32,0.303,0.43,0.1642,10,87,97
8824,8825,2012-01-08,1,1,1,12,0,0,0,1,0.38,0.3939,0.43,0.2239,78,273,351
6260,6261,2011-09-23,4,0,9,10,0,5,1,3,0.62,0.5152,1.0,0.1045,7,28,35
16788,16789,2012-12-07,4,1,12,7,0,5,1,3,0.28,0.2727,0.81,0.1642,3,212,215
819,820,2011-02-06,1,0,2,14,0,0,0,1,0.34,0.3485,0.46,0.0896,47,114,161
15323,15324,2012-10-05,4,1,10,16,0,5,1,1,0.72,0.6515,0.37,0.0,153,481,634
7590,7591,2011-11-17,4,0,11,21,0,4,1,1,0.3,0.2879,0.42,0.2537,3,113,116
5749,5750,2011-09-02,3,0,9,0,0,5,1,1,0.64,0.6061,0.65,0.194,6,58,64
1843,1844,2011-03-22,2,0,3,13,0,2,1,1,0.5,0.4848,0.45,0.2239,21,85,106
13855,13856,2012-08-05,3,1,8,12,0,0,0,1,0.86,0.803,0.47,0.5224,161,330,491
9723,9724,2012-02-15,1,1,2,2,0,3,1,1,0.3,0.3333,0.61,0.0,0,4,4
10981,10982,2012-04-07,2,1,4,17,0,6,0,1,0.54,0.5152,0.19,0.4179,299,268,567
1285,1286,2011-02-26,1,0,2,17,0,6,0,1,0.36,0.3485,0.43,0.2239,53,130,183
16759,16760,2012-12-06,4,1,12,2,0,4,1,1,0.24,0.2121,0.52,0.2836,0,9,9
4303,4304,2011-07-03,3,0,7,5,0,0,0,3,0.62,0.5758,0.83,0.194,0,1,1
6366,6367,2011-09-27,4,0,9,20,0,2,1,1,0.62,0.5909,0.78,0.0,17,221,238
1941,1942,2011-03-26,2,0,3,16,0,6,0,1,0.34,0.3333,0.23,0.194,118,130,248
16397,16398,2012-11-20,4,1,11,23,0,2,1,1,0.32,0.3333,0.81,0.1045,1,82,83
1091,1092,2011-02-18,1,0,2,5,0,5,1,2,0.46,0.4545,0.67,0.1045,1,6,7
6891,6892,2011-10-19,4,0,10,18,0,3,1,3,0.56,0.5303,1.0,0.1642,8,132,140
73,74,2011-01-04,1,0,1,5,0,2,1,1,0.12,0.1515,0.68,0.1045,0,4,4
3397,3398,2011-05-26,2,0,5,11,0,4,1,1,0.74,0.697,0.66,0.2239,36,124,160
14067,14068,2012-08-14,3,1,8,8,0,2,1,2,0.66,0.5909,0.89,0.0896,27,591,618
8604,8605,2011-12-30,1,0,12,7,0,5,1,1,0.24,0.2576,0.75,0.0896,3,92,95
4192,4193,2011-06-28,3,0,6,14,0,2,1,1,0.86,0.7879,0.44,0.2239,43,117,160
14875,14876,2012-09-17,3,1,9,0,0,1,1,1,0.54,0.5152,0.68,0.1642,14,31,45
14488,14489,2012-08-31,3,1,8,21,0,5,1,1,0.76,0.7121,0.58,0.194,71,232,303
9149,9150,2012-01-22,1,1,1,3,0,0,0,2,0.18,0.1667,0.69,0.2836,1,20,21
5064,5065,2011-08-03,3,0,8,22,0,3,1,3,0.68,0.6364,0.89,0.1045,11,66,77
4387,4388,2011-07-06,3,0,7,17,0,3,1,1,0.78,0.7424,0.59,0.2239,79,517,596
17126,17127,2012-12-21,1,1,12,9,0,5,1,2,0.32,0.2727,0.45,0.5522,2,265,267
16539,16540,2012-11-26,4,1,11,21,0,1,1,1,0.34,0.3636,0.49,0.0,9,172,181
12560,12561,2012-06-12,2,1,6,13,0,2,1,3,0.66,0.6061,0.83,0.194,11,48,59
10269,10270,2012-03-08,1,1,3,23,0,4,1,2,0.56,0.5303,0.49,0.4478,6,88,94
14106,14107,2012-08-15,3,1,8,23,0,3,1,1,0.68,0.6364,0.65,0.1045,18,120,138
13139,13140,2012-07-06,3,1,7,16,0,5,1,1,0.92,0.8182,0.29,0.1045,69,300,369
7882,7883,2011-11-30,4,0,11,2,0,3,1,1,0.32,0.3182,0.7,0.1642,0,5,5
11114,11115,2012-04-13,2,1,4,7,0,5,1,1,0.34,0.3182,0.61,0.2239,13,283,296
3963,3964,2011-06-19,2,0,6,1,0,0,0,2,0.7,0.6515,0.65,0.0896,17,59,76
7873,7874,2011-11-29,4,0,11,17,0,2,1,2,0.4,0.4091,0.87,0.2985,8,346,354
6929,6930,2011-10-21,4,0,10,8,0,5,1,1,0.4,0.4091,0.62,0.194,16,386,402
7286,7287,2011-11-05,4,0,11,5,0,6,0,1,0.26,0.2273,0.6,0.3284,0,2,2
10484,10485,2012-03-17,1,1,3,23,0,6,0,1,0.5,0.4848,0.77,0.1642,34,151,185
1110,1111,2011-02-19,1,0,2,0,0,6,0,1,0.48,0.4697,0.12,0.4925,6,23,29
4414,4415,2011-07-07,3,0,7,20,0,4,1,1,0.76,0.7121,0.58,0.3582,61,224,285
6503,6504,2011-10-03,4,0,10,13,0,1,1,3,0.42,0.4242,0.67,0.1642,16,102,118
13649,13650,2012-07-27,3,1,7,22,0,5,1,1,0.78,0.7424,0.59,0.1343,48,151,199
16580,16581,2012-11-28,4,1,11,14,0,3,1,1,0.36,0.3333,0.4,0.2985,15,161,176
10856,10857,2012-04-02,2,1,4,12,0,1,1,1,0.44,0.4394,0.44,0.4478,100,181,281
1825,1826,2011-03-21,2,0,3,19,0,1,1,1,0.58,0.5455,0.6,0.4179,22,199,221
3146,3147,2011-05-16,2,0,5,0,0,1,1,1,0.52,0.5,0.94,0.1045,17,21,38
7793,7794,2011-11-26,4,0,11,8,0,6,0,1,0.32,0.3333,0.76,0.0896,10,50,60
14853,14854,2012-09-16,3,1,9,2,0,0,0,1,0.52,0.5,0.63,0.0,27,62,89
13692,13693,2012-07-29,3,1,7,17,0,0,0,1,0.82,0.7424,0.41,0.1642,164,367,531
144,145,2011-01-07,1,0,1,7,0,5,1,1,0.2,0.2121,0.69,0.1343,8,76,84
11152,11153,2012-04-14,2,1,4,21,0,6,0,2,0.56,0.5303,0.43,0.1343,53,167,220
11264,11265,2012-04-19,2,1,4,13,0,4,1,1,0.56,0.5303,0.46,0.0,52,186,238
3514,3515,2011-05-31,2,0,5,8,0,2,1,1,0.78,0.7424,0.59,0.1343,34,372,406
11178,11179,2012-04-15,2,1,4,23,0,0,0,1,0.66,0.6212,0.5,0.3881,25,65,90
17242,17243,2012-12-26,1,1,12,7,0,3,1,3,0.2,0.1818,0.86,0.3284,0,26,26
5848,5849,2011-09-06,3,0,9,4,0,2,1,2,0.54,0.5152,0.94,0.2985,1,3,4
7472,7473,2011-11-12,4,0,11,23,0,6,0,1,0.4,0.4091,0.58,0.1642,23,78,101
10747,10748,2012-03-28,2,1,3,22,0,3,1,1,0.56,0.5303,0.64,0.1343,21,151,172
